node,degree,degree_centrality,closeness_centrality,betweness_centrality,eigenvector_centrality,clustering
3004,53,1.31E-02,1.97E-02,2.20E-05,1.88E-11,6.02E-01
3005,43,1.06E-02,3.57E-02,2.26E-04,1.43E-13,2.75E-01
3006,2,4.95E-04,0,0,6.17E-14,1.00E+00
3007,24,5.94E-03,2.00E-02,9.23E-06,1.70E-13,4.67E-01
3008,16,3.96E-03,1.82E-03,2.32E-06,5.46E-14,9.50E-01
3009,19,4.71E-03,2.59E-02,1.42E-05,1.62E-13,3.39E-01
3010,32,7.92E-03,1.67E-02,1.93E-04,2.46E-12,3.67E-01
3011,42,1.04E-02,2.40E-02,1.55E-04,4.54E-13,3.33E-01
3012,11,2.72E-03,2.11E-02,8.99E-06,2.03E-13,7.64E-01
3013,24,5.94E-03,1.94E-02,1.08E-05,9.00E-14,6.78E-01
3014,43,1.06E-02,1.44E-02,2.83E-06,2.96E-11,5.90E-01
3015,10,2.48E-03,1.72E-02,1.87E-06,9.10E-14,3.11E-01
3016,29,7.18E-03,2.25E-02,2.02E-05,2.98E-13,4.19E-01
3017,70,1.73E-02,2.84E-02,8.26E-05,4.93E-13,3.37E-01
3018,30,7.43E-03,2.71E-02,3.59E-05,1.26E-13,4.16E-01
3019,70,1.73E-02,2.61E-02,3.39E-04,4.16E-13,2.79E-01
3020,37,9.16E-03,2.60E-02,3.26E-04,4.42E-13,1.77E-01
3021,50,1.24E-02,2.71E-02,1.20E-06,3.72E-13,7.49E-01
3022,80,1.98E-02,2.04E-02,2.51E-05,3.63E-11,5.94E-01
3023,35,8.67E-03,1.49E-02,7.55E-06,2.12E-11,5.98E-01
3024,14,3.47E-03,2.31E-02,2.24E-05,1.20E-13,3.30E-01
3025,54,1.34E-02,1.46E-02,2.22E-05,2.43E-11,4.70E-01
3026,96,2.38E-02,1.69E-02,6.68E-05,5.01E-11,4.46E-01
3027,66,1.63E-02,3.08E-02,2.78E-04,9.14E-13,2.52E-01
3028,12,2.97E-03,1.88E-02,1.95E-05,7.46E-14,5.61E-01
3029,52,1.29E-02,1.34E-02,3.32E-06,4.28E-11,5.96E-01
3030,8,1.98E-03,7.59E-03,9.84E-07,4.71E-13,7.86E-01
3031,1,2.48E-04,0,0,1.42E-14,0
3032,22,5.45E-03,1.68E-02,9.31E-06,1.05E-13,6.49E-01
3033,88,2.18E-02,1.99E-02,1.69E-04,5.45E-11,5.43E-01
3034,43,1.06E-02,2.74E-02,4.89E-05,1.96E-13,2.41E-01
3035,90,2.23E-02,2.96E-02,7.98E-05,9.99E-13,4.99E-01
3036,38,9.41E-03,1.34E-02,1.98E-05,3.08E-11,4.58E-01
3037,3,7.43E-04,0,0,1.98E-14,1.00E+00
3038,88,2.18E-02,3.10E-02,2.38E-04,1.21E-12,3.73E-01
3039,22,5.45E-03,1.94E-02,3.59E-07,1.06E-13,8.01E-01
3040,51,1.26E-02,1.84E-02,8.70E-06,3.76E-11,7.35E-01
3041,27,6.69E-03,2.13E-02,1.52E-05,2.35E-13,5.75E-01
3042,20,4.95E-03,8.97E-03,3.17E-05,3.74E-12,4.53E-01
3043,17,4.21E-03,2.08E-02,8.04E-06,1.23E-13,3.24E-01
3044,6,1.49E-03,5.27E-03,2.40E-07,1.12E-12,7.33E-01
3045,8,1.98E-03,1.13E-03,1.45E-05,6.55E-13,5.00E-01
3046,37,9.16E-03,2.21E-02,3.22E-05,3.58E-13,4.38E-01
3047,50,1.24E-02,1.51E-02,1.30E-06,5.44E-11,7.40E-01
3048,15,3.71E-03,1.33E-02,1.75E-06,6.93E-14,4.19E-01
3049,76,1.88E-02,3.05E-02,3.02E-04,1.13E-12,5.89E-01
3050,16,3.96E-03,1.15E-02,3.13E-06,1.13E-13,4.67E-01
3051,101,2.50E-02,2.65E-02,1.11E-04,1.69E-12,3.72E-01
3052,50,1.24E-02,9.54E-03,2.81E-05,4.69E-11,4.56E-01
3053,10,2.48E-03,1.77E-03,2.20E-07,2.03E-14,8.44E-01
3054,83,2.06E-02,1.57E-02,6.24E-05,6.23E-11,5.02E-01
3055,6,1.49E-03,7.43E-04,2.04E-08,1.98E-14,9.33E-01
3056,78,1.93E-02,1.83E-02,4.64E-05,6.73E-11,5.35E-01
3057,17,4.21E-03,9.92E-03,5.31E-05,2.03E-13,3.53E-01
3058,15,3.71E-03,9.86E-03,6.47E-08,1.63E-13,9.33E-01
3059,5,1.24E-03,6.19E-04,0,5.71E-13,1.00E+00
3060,78,1.93E-02,2.38E-02,5.16E-05,1.36E-12,4.33E-01
3061,14,3.47E-03,1.11E-02,1.51E-05,3.77E-13,5.82E-01
3062,32,7.92E-03,1.80E-02,4.73E-05,2.69E-13,3.73E-01
3063,11,2.72E-03,1.87E-02,1.20E-06,2.93E-13,8.36E-01
3064,64,1.58E-02,1.47E-02,2.42E-06,6.78E-11,7.12E-01
3065,53,1.31E-02,1.47E-02,1.57E-05,7.91E-11,6.73E-01
3066,14,3.47E-03,1.93E-02,1.16E-05,5.62E-14,6.04E-01
3067,13,3.22E-03,1.77E-02,1.77E-05,1.10E-13,2.69E-01
3068,16,3.96E-03,1.61E-02,4.17E-06,1.23E-13,6.92E-01
3069,16,3.96E-03,1.74E-02,1.38E-05,8.89E-14,5.17E-01
3070,62,1.54E-02,2.24E-02,7.00E-06,1.02E-12,6.19E-01
3071,1,2.48E-04,0,0,1.42E-14,0
3072,46,1.14E-02,2.60E-02,2.21E-04,7.60E-13,2.24E-01
3073,62,1.54E-02,1.47E-02,3.91E-05,7.39E-11,5.04E-01
3074,6,1.49E-03,4.95E-04,2.04E-08,2.34E-14,9.33E-01
3075,23,5.70E-03,2.05E-02,2.91E-05,7.90E-13,2.65E-01
3076,86,2.13E-02,2.52E-02,7.57E-05,1.04E-12,3.74E-01
3077,55,1.36E-02,1.91E-02,1.08E-04,2.74E-13,2.99E-01
3078,99,2.45E-02,1.83E-02,3.88E-04,1.59E-10,5.58E-01
3079,39,9.66E-03,1.41E-02,1.43E-05,9.99E-13,5.38E-01
3080,28,6.93E-03,8.89E-03,1.75E-05,2.22E-11,4.26E-01
3081,25,6.19E-03,1.37E-02,7.93E-05,8.40E-13,2.83E-01
3082,116,2.87E-02,2.39E-02,6.57E-05,2.79E-12,4.16E-01
3083,10,2.48E-03,7.92E-04,5.17E-05,1.41E-13,7.78E-01
3084,76,1.88E-02,9.62E-03,2.90E-05,7.77E-11,4.45E-01
3085,52,1.29E-02,5.56E-03,2.10E-05,1.16E-10,5.87E-01
3086,37,9.16E-03,1.79E-02,4.69E-05,4.37E-13,5.33E-01
3087,51,1.26E-02,2.05E-02,4.28E-05,3.60E-13,3.03E-01
3088,10,2.48E-03,1.63E-02,3.89E-06,8.48E-14,5.11E-01
3089,52,1.29E-02,2.15E-02,5.43E-05,7.74E-13,4.03E-01
3090,108,2.67E-02,1.15E-02,2.18E-04,1.51E-10,3.68E-01
3091,6,1.49E-03,0,0,8.38E-14,1.00E+00
3092,11,2.72E-03,6.30E-03,3.12E-07,8.49E-13,5.64E-01
3093,16,3.96E-03,1.63E-02,5.53E-06,3.59E-13,5.08E-01
3094,7,1.73E-03,1.18E-02,4.11E-08,1.30E-13,8.10E-01
3095,15,3.71E-03,5.75E-03,1.85E-05,8.85E-13,4.29E-01
3096,76,1.88E-02,1.37E-02,7.81E-06,1.58E-10,6.23E-01
3097,41,1.02E-02,2.75E-02,3.91E-04,2.18E-12,2.24E-01
3098,65,1.61E-02,1.67E-02,5.95E-05,1.48E-10,6.04E-01
3099,10,2.48E-03,5.12E-03,2.51E-07,4.21E-14,7.11E-01
3100,34,8.42E-03,1.92E-02,7.60E-05,3.60E-13,3.62E-01
3101,122,3.02E-02,2.56E-02,4.43E-04,4.15E-12,3.84E-01
3102,49,1.21E-02,1.87E-02,1.70E-06,2.22E-12,7.90E-01
3103,20,4.95E-03,1.74E-02,2.58E-05,2.31E-13,5.58E-01
3104,83,2.06E-02,7.92E-03,8.33E-05,1.62E-10,4.35E-01
3105,12,2.97E-03,1.67E-03,1.86E-05,4.91E-14,4.85E-01
3106,62,1.54E-02,2.04E-02,1.81E-05,2.96E-12,5.67E-01
3107,51,1.26E-02,2.34E-02,1.78E-04,9.83E-13,1.98E-01
3108,63,1.56E-02,5.14E-03,1.60E-06,1.95E-10,7.20E-01
3109,18,4.46E-03,1.00E-02,8.26E-07,3.63E-13,6.60E-01
3110,17,4.21E-03,1.20E-02,1.59E-05,8.49E-13,3.53E-01
3111,52,1.29E-02,2.05E-02,1.04E-04,9.19E-13,3.60E-01
3112,12,2.97E-03,1.17E-02,7.90E-08,3.46E-13,7.73E-01
3113,68,1.68E-02,2.06E-02,4.26E-05,3.33E-12,4.67E-01
3114,46,1.14E-02,6.54E-03,1.23E-05,1.32E-10,4.27E-01
3115,61,1.51E-02,2.01E-02,2.21E-05,2.92E-12,5.11E-01
3116,103,2.55E-02,2.20E-02,7.84E-05,5.49E-12,4.40E-01
3117,63,1.56E-02,1.93E-02,1.09E-03,1.25E-10,3.14E-01
3118,44,1.09E-02,1.67E-02,3.60E-05,9.98E-13,3.47E-01
3119,69,1.71E-02,6.86E-03,3.70E-05,2.15E-10,4.81E-01
3120,71,1.76E-02,1.95E-02,1.97E-05,4.89E-12,6.01E-01
3121,4,9.91E-04,0,0,2.29E-14,6.67E-01
3122,9,2.23E-03,1.11E-03,1.53E-08,3.28E-14,9.44E-01
3123,33,8.17E-03,5.99E-03,8.43E-06,1.71E-10,5.95E-01
3124,30,7.43E-03,1.42E-02,2.48E-04,2.56E-11,2.51E-01
3125,2,4.95E-04,0,0,6.36E-14,1.00E+00
3126,8,1.98E-03,7.43E-04,3.25E-06,5.70E-14,9.64E-01
3127,6,1.49E-03,2.48E-04,2.04E-08,2.76E-14,9.33E-01
3128,10,2.48E-03,4.95E-04,9.03E-06,9.64E-14,8.22E-01
3129,35,8.67E-03,3.98E-03,5.67E-06,1.06E-10,4.91E-01
3130,13,3.22E-03,6.19E-04,3.83E-06,4.52E-11,6.41E-01
3131,8,1.98E-03,9.91E-04,1.23E-08,2.34E-14,9.64E-01
3132,84,2.08E-02,2.03E-02,1.98E-05,6.72E-12,5.72E-01
3133,10,2.48E-03,7.34E-03,3.20E-07,1.63E-13,6.44E-01
3134,2,4.95E-04,0,0,1.68E-14,1.00E+00
3135,35,8.67E-03,4.56E-03,1.05E-06,1.24E-10,6.03E-01
3136,62,1.54E-02,1.63E-02,1.71E-04,1.68E-12,2.34E-01
3137,49,1.21E-02,7.06E-03,2.79E-05,1.70E-10,3.95E-01
3138,19,4.71E-03,1.41E-02,2.94E-05,3.84E-13,4.21E-01
3139,21,5.20E-03,2.23E-03,1.68E-05,9.13E-11,4.95E-01
3140,71,1.76E-02,2.05E-02,1.32E-04,2.94E-12,2.41E-01
3141,11,2.72E-03,1.24E-03,3.24E-06,3.87E-14,6.91E-01
3142,56,1.39E-02,5.70E-03,5.42E-06,1.74E-10,6.74E-01
3143,4,9.91E-04,1.02E-03,0,1.78E-13,8.33E-01
3144,16,3.96E-03,1.46E-02,6.07E-06,1.64E-13,2.67E-01
3145,69,1.71E-02,1.48E-02,2.86E-05,6.02E-12,4.47E-01
3146,61,1.51E-02,1.47E-02,1.16E-05,6.47E-12,6.48E-01
3147,5,1.24E-03,0,0,2.96E-14,1.00E+00
3148,30,7.43E-03,1.03E-02,2.23E-05,2.30E-12,3.70E-01
3149,66,1.63E-02,5.83E-03,2.64E-05,2.77E-10,5.93E-01
3150,89,2.20E-02,2.05E-02,1.09E-04,8.05E-12,4.06E-01
3151,14,3.47E-03,9.58E-03,3.73E-06,1.56E-12,3.96E-01
3152,85,2.11E-02,1.63E-02,9.05E-05,9.69E-12,4.32E-01
3153,11,2.72E-03,1.30E-03,1.40E-05,3.38E-11,4.18E-01
3154,91,2.25E-02,1.85E-02,2.03E-04,6.62E-12,2.54E-01
3155,12,2.97E-03,2.48E-04,5.01E-06,1.20E-12,5.76E-01
3156,13,3.22E-03,9.52E-03,1.27E-05,6.96E-14,7.31E-01
3157,15,3.71E-03,5.65E-03,6.77E-06,6.76E-13,2.48E-01
3158,52,1.29E-02,5.22E-03,5.34E-06,2.23E-10,5.26E-01
3159,7,1.73E-03,1.16E-02,9.84E-06,9.01E-14,6.19E-01
3160,30,7.43E-03,1.01E-02,8.63E-06,2.99E-12,4.99E-01
3161,6,1.49E-03,9.06E-03,5.38E-06,5.55E-13,4.67E-01
3162,57,1.41E-02,1.52E-02,1.02E-04,2.91E-12,3.51E-01
3163,23,5.70E-03,4.03E-03,2.21E-06,2.23E-10,5.93E-01
3164,10,2.48E-03,4.53E-03,4.23E-07,1.78E-13,6.22E-01
3165,7,1.73E-03,3.71E-04,4.43E-06,8.69E-14,6.67E-01
3166,38,9.41E-03,4.53E-03,5.14E-06,3.00E-10,5.50E-01
3167,17,4.21E-03,1.24E-02,7.91E-06,1.21E-13,6.03E-01
3168,48,1.19E-02,1.52E-02,1.06E-04,2.82E-12,4.18E-01
3169,61,1.51E-02,1.38E-02,5.10E-06,1.26E-11,7.32E-01
3170,25,6.19E-03,1.32E-02,4.11E-06,1.53E-12,6.80E-01
3171,19,4.71E-03,9.36E-03,1.19E-05,5.88E-13,3.22E-01
3172,72,1.78E-02,1.51E-02,3.10E-05,5.72E-12,4.46E-01
3173,18,4.46E-03,7.81E-03,8.36E-05,2.84E-11,2.16E-01
3174,74,1.83E-02,5.70E-03,5.97E-05,3.66E-10,5.92E-01
3175,6,1.49E-03,9.30E-03,1.02E-08,4.82E-14,9.33E-01
3176,27,6.69E-03,9.12E-03,3.23E-05,1.51E-12,5.93E-01
3177,41,1.02E-02,1.28E-02,1.24E-04,3.83E-12,3.62E-01
3178,25,6.19E-03,1.02E-02,3.13E-05,4.13E-13,2.83E-01
3179,68,1.68E-02,1.52E-02,4.69E-04,1.31E-11,4.36E-01
3180,8,1.98E-03,7.43E-04,1.23E-08,2.76E-14,9.64E-01
3181,8,1.98E-03,4.95E-04,1.23E-08,3.26E-14,9.64E-01
3182,68,1.68E-02,1.28E-02,3.35E-05,1.19E-11,4.71E-01
3183,1,2.48E-04,0,0,1.42E-14,0
3184,61,1.51E-02,5.09E-03,2.15E-05,1.88E-10,4.69E-01
3185,80,1.98E-02,1.30E-02,1.51E-04,2.11E-11,4.15E-01
3186,23,5.70E-03,1.03E-02,2.61E-05,1.92E-12,3.56E-01
3187,34,8.42E-03,1.14E-02,4.54E-05,7.74E-13,4.55E-01
3188,51,1.26E-02,1.24E-02,8.73E-05,1.05E-11,4.23E-01
3189,19,4.71E-03,1.08E-02,2.63E-06,5.80E-13,5.67E-01
3190,12,2.97E-03,7.36E-03,1.57E-06,2.63E-13,5.61E-01
3191,40,9.91E-03,1.21E-02,3.06E-05,4.85E-12,3.68E-01
3192,16,3.96E-03,1.03E-02,1.34E-06,2.20E-12,5.67E-01
3193,27,6.69E-03,3.41E-03,2.71E-06,1.30E-10,4.59E-01
3194,17,4.21E-03,7.29E-03,2.03E-06,2.68E-12,6.69E-01
3195,72,1.78E-02,4.27E-03,6.13E-05,5.09E-10,6.04E-01
3196,40,9.91E-03,1.08E-02,5.74E-05,6.07E-12,3.85E-01
3197,8,1.98E-03,7.51E-03,1.83E-05,2.32E-13,7.86E-01
3198,86,2.13E-02,1.33E-02,1.24E-04,2.12E-11,3.06E-01
3199,22,5.45E-03,9.06E-03,5.96E-06,6.64E-12,5.41E-01
3200,11,2.72E-03,7.43E-04,1.18E-06,4.82E-14,7.09E-01
3201,92,2.28E-02,1.20E-02,2.11E-04,2.96E-11,5.21E-01
3202,11,2.72E-03,3.29E-03,5.48E-08,9.18E-12,7.82E-01
3203,31,7.68E-03,1.24E-02,5.62E-05,4.09E-12,3.78E-01
3204,47,1.16E-02,9.40E-03,2.16E-05,1.84E-11,4.76E-01
3205,15,3.71E-03,7.15E-03,1.66E-04,7.11E-12,2.19E-01
3206,51,1.26E-02,9.30E-03,4.81E-06,1.53E-11,6.72E-01
3207,41,1.02E-02,9.67E-03,2.65E-05,4.51E-12,4.96E-01
3208,15,3.71E-03,9.21E-03,2.57E-05,1.25E-12,3.33E-01
3209,24,5.94E-03,7.27E-03,8.91E-07,3.23E-12,6.92E-01
3210,14,3.47E-03,7.96E-03,4.53E-05,5.98E-12,4.51E-01
3211,25,6.19E-03,8.86E-03,3.02E-05,1.97E-12,2.07E-01
3212,35,8.67E-03,7.70E-03,1.17E-05,6.08E-12,5.18E-01
3213,36,8.92E-03,3.97E-03,4.50E-05,1.20E-10,5.33E-01
3214,63,1.56E-02,1.24E-02,3.08E-04,2.72E-11,1.95E-01
3215,25,6.19E-03,1.00E-02,1.25E-04,2.97E-11,2.63E-01
3216,7,1.73E-03,0,0,8.16E-14,6.67E-01
3217,6,1.49E-03,4.65E-03,5.74E-08,2.22E-13,6.00E-01
3218,9,2.23E-03,2.48E-04,0,5.44E-14,9.44E-01
3219,39,9.66E-03,9.95E-03,4.22E-05,1.03E-11,3.79E-01
3220,54,1.34E-02,3.96E-03,2.06E-06,1.81E-10,5.93E-01
3221,26,6.44E-03,7.27E-03,5.40E-05,1.13E-11,3.11E-01
3222,15,3.71E-03,5.18E-03,1.67E-05,2.10E-13,5.33E-01
3223,23,5.70E-03,5.82E-03,2.21E-05,4.81E-12,3.99E-01
3224,55,1.36E-02,9.27E-03,9.50E-05,1.13E-11,4.55E-01
3225,28,6.93E-03,7.48E-03,2.31E-05,9.19E-12,5.16E-01
3226,79,1.96E-02,4.03E-03,6.06E-06,5.93E-10,6.08E-01
3227,5,1.24E-03,2.11E-03,1.79E-06,3.99E-13,4.00E-01
3228,36,8.92E-03,2.68E-03,1.46E-05,1.56E-10,5.87E-01
3229,14,3.47E-03,1.46E-03,3.66E-06,8.06E-11,6.59E-01
3230,1,2.48E-04,0,0,1.42E-14,0
3231,28,6.93E-03,1.44E-03,1.85E-05,1.58E-10,4.55E-01
3232,105,2.60E-02,4.76E-03,3.37E-05,9.30E-10,4.89E-01
3233,63,1.56E-02,9.45E-03,1.40E-04,8.21E-12,3.11E-01
3234,33,8.17E-03,3.56E-03,1.12E-05,2.74E-10,5.00E-01
3235,8,1.98E-03,7.04E-03,9.31E-07,2.02E-12,7.50E-01
3236,21,5.20E-03,8.34E-03,2.10E-05,1.76E-12,6.00E-01
3237,28,6.93E-03,2.91E-03,4.69E-05,3.03E-10,4.55E-01
3238,41,1.02E-02,2.55E-03,1.14E-06,2.55E-10,6.13E-01
3239,62,1.54E-02,9.55E-03,3.64E-05,2.71E-11,6.93E-01
3240,66,1.63E-02,9.37E-03,8.49E-05,2.05E-11,4.35E-01
3241,19,4.71E-03,1.40E-03,1.70E-06,2.92E-12,7.43E-01
3242,15,3.71E-03,6.17E-03,1.97E-05,1.94E-12,3.33E-01
3243,27,6.69E-03,2.43E-03,2.12E-07,6.65E-11,7.21E-01
3244,14,3.47E-03,5.39E-03,1.22E-05,2.49E-12,5.38E-01
3245,14,3.47E-03,4.80E-03,6.05E-06,1.59E-12,4.95E-01
3246,14,3.47E-03,7.24E-03,1.37E-05,1.07E-12,6.15E-01
3247,66,1.63E-02,9.67E-03,4.46E-05,3.50E-11,6.70E-01
3248,31,7.68E-03,6.86E-03,4.57E-05,7.35E-12,2.39E-01
3249,14,3.47E-03,1.11E-03,3.40E-06,7.31E-12,3.85E-01
3250,34,8.42E-03,1.50E-03,2.45E-08,2.56E-10,8.29E-01
3251,9,2.23E-03,2.48E-04,2.34E-06,4.73E-14,7.78E-01
3252,86,2.13E-02,9.33E-03,3.35E-05,4.80E-11,5.52E-01
3253,51,1.26E-02,9.18E-03,9.29E-05,2.04E-11,3.00E-01
3254,12,2.97E-03,7.49E-03,1.92E-06,7.52E-13,3.64E-01
3255,32,7.92E-03,6.92E-03,1.37E-05,1.30E-11,4.11E-01
3256,63,1.56E-02,9.27E-03,3.00E-04,1.61E-11,2.39E-01
3257,42,1.04E-02,2.59E-03,2.91E-06,4.17E-10,5.60E-01
3258,47,1.16E-02,7.65E-03,5.82E-05,1.06E-11,4.47E-01
3259,31,7.68E-03,7.26E-03,2.30E-05,8.14E-12,3.05E-01
3260,28,6.93E-03,7.58E-03,1.93E-05,8.93E-12,4.87E-01
3261,54,1.34E-02,8.61E-03,2.80E-05,2.09E-11,4.91E-01
3262,24,5.94E-03,4.60E-03,6.53E-07,1.08E-11,8.15E-01
3263,58,1.44E-02,5.95E-03,3.18E-04,8.90E-12,1.76E-01
3264,31,7.68E-03,2.45E-03,6.79E-06,1.11E-11,5.74E-01
3265,48,1.19E-02,7.66E-03,2.14E-05,4.15E-11,7.38E-01
3266,8,1.98E-03,7.43E-04,3.11E-08,1.84E-12,9.64E-01
3267,72,1.78E-02,8.81E-03,4.61E-05,4.91E-11,5.40E-01
3268,2,4.95E-04,2.48E-04,0,1.42E-14,1.00E+00
3269,9,2.23E-03,2.48E-04,3.77E-07,3.32E-11,5.56E-01
3270,6,1.49E-03,0,0,9.04E-12,9.33E-01
3271,5,1.24E-03,0,0,2.98E-14,7.00E-01
3272,44,1.09E-02,8.68E-03,2.29E-05,2.25E-11,4.16E-01
3273,26,6.44E-03,2.81E-03,3.89E-06,4.36E-12,5.17E-01
3274,63,1.56E-02,8.17E-03,1.86E-04,5.60E-11,2.81E-01
3275,29,7.18E-03,7.86E-03,1.61E-04,4.54E-12,2.04E-01
3276,20,4.95E-03,4.20E-03,1.26E-05,1.15E-11,2.68E-01
3277,71,1.76E-02,8.20E-03,8.45E-06,6.46E-11,5.88E-01
3278,19,4.71E-03,2.26E-03,3.32E-05,7.19E-12,4.62E-01
3279,25,6.19E-03,4.08E-03,8.03E-05,7.97E-12,2.00E-01
3280,107,2.65E-02,9.44E-03,1.23E-04,9.60E-11,3.90E-01
3281,12,2.97E-03,4.54E-03,9.70E-07,1.21E-11,8.94E-01
3282,2,4.95E-04,0,0,3.18E-13,1.00E+00
3283,16,3.96E-03,1.58E-03,9.16E-08,6.21E-14,9.00E-01
3284,70,1.73E-02,2.71E-03,1.51E-06,8.06E-10,6.81E-01
3285,27,6.69E-03,1.62E-03,1.28E-05,5.53E-12,6.07E-01
3286,23,5.70E-03,2.08E-03,5.85E-07,1.61E-10,5.18E-01
3287,48,1.19E-02,5.51E-03,3.78E-05,2.85E-11,4.04E-01
3288,48,1.19E-02,7.19E-03,1.03E-05,3.12E-11,4.28E-01
3289,19,4.71E-03,5.49E-03,1.21E-05,5.32E-12,3.10E-01
3290,5,1.24E-03,0,0,1.68E-14,8.00E-01
3291,119,2.95E-02,9.51E-03,1.08E-04,1.29E-10,3.40E-01
3292,12,2.97E-03,5.32E-03,6.65E-06,2.66E-12,3.03E-01
3293,60,1.49E-02,2.86E-03,5.26E-06,4.46E-10,5.24E-01
3294,23,5.70E-03,2.79E-03,2.44E-05,1.57E-10,4.39E-01
3295,46,1.14E-02,3.37E-03,3.55E-05,7.66E-12,4.15E-01
3296,41,1.02E-02,7.89E-03,2.43E-04,4.80E-11,3.99E-01
3297,63,1.56E-02,4.72E-03,2.04E-05,1.34E-10,6.83E-01
3298,45,1.11E-02,5.59E-03,2.25E-05,3.76E-11,4.36E-01
3299,60,1.49E-02,5.14E-03,2.09E-05,6.07E-11,3.78E-01
3300,18,4.46E-03,7.92E-04,1.33E-06,5.39E-11,5.16E-01
3301,40,9.91E-03,1.78E-03,4.01E-06,4.87E-10,5.69E-01
3302,67,1.66E-02,6.70E-03,1.65E-04,8.65E-11,1.70E-01
3303,36,8.92E-03,2.15E-03,3.14E-06,2.10E-10,4.00E-01
3304,35,8.67E-03,2.06E-03,2.15E-04,1.55E-10,4.54E-01
3305,5,1.24E-03,2.48E-04,5.31E-07,1.59E-12,7.00E-01
3306,22,5.45E-03,3.50E-03,9.63E-06,3.27E-11,3.94E-01
3307,19,4.71E-03,2.90E-03,4.75E-06,5.98E-12,3.33E-01
3308,9,2.23E-03,4.95E-04,8.33E-08,2.38E-12,8.89E-01
3309,18,4.46E-03,1.52E-03,1.56E-05,1.11E-13,8.17E-01
3310,5,1.24E-03,0,0,4.97E-14,9.00E-01
3311,11,2.72E-03,8.84E-04,0,6.09E-14,9.64E-01
3312,17,4.21E-03,1.51E-03,7.09E-07,1.29E-11,5.22E-01
3313,32,7.92E-03,3.89E-03,8.00E-06,4.94E-11,2.60E-01
3314,16,3.96E-03,1.03E-03,6.13E-08,9.57E-14,9.00E-01
3315,14,3.47E-03,1.57E-03,5.36E-07,2.48E-10,6.70E-01
3316,39,9.66E-03,2.50E-03,4.92E-07,9.15E-11,7.98E-01
3317,7,1.73E-03,3.71E-04,0,3.31E-11,1.00E+00
3318,20,4.95E-03,7.92E-04,8.26E-05,9.49E-13,7.26E-01
3319,26,6.44E-03,4.44E-03,1.44E-05,4.92E-12,3.32E-01
3320,113,2.80E-02,6.48E-03,5.91E-05,1.50E-10,3.49E-01
3321,69,1.71E-02,5.99E-03,4.62E-05,1.34E-10,4.10E-01
3322,8,1.98E-03,2.48E-04,3.25E-06,8.47E-14,9.64E-01
3323,7,1.73E-03,8.81E-04,3.12E-08,9.74E-13,4.76E-01
3324,87,2.15E-02,2.87E-03,1.98E-04,9.02E-10,3.94E-01
3325,19,4.71E-03,7.43E-04,1.13E-06,2.99E-13,7.72E-01
3326,16,3.96E-03,4.08E-03,8.22E-05,3.41E-11,3.00E-01
3327,50,1.24E-02,3.98E-03,1.17E-04,7.27E-11,2.02E-01
3328,18,4.46E-03,1.11E-03,4.26E-06,1.31E-11,1.83E-01
3329,19,4.71E-03,1.68E-03,2.18E-05,4.66E-12,3.10E-01
3330,93,2.30E-02,5.86E-03,5.85E-05,1.58E-10,4.17E-01
3331,36,8.92E-03,3.36E-03,5.99E-05,1.84E-11,2.00E-01
3332,62,1.54E-02,3.65E-03,9.35E-06,1.41E-10,5.15E-01
3333,7,1.73E-03,5.66E-04,2.27E-07,3.29E-11,7.62E-01
3334,9,2.23E-03,9.55E-04,0,3.15E-12,8.61E-01
3335,65,1.61E-02,3.07E-03,3.58E-05,1.45E-10,4.23E-01
3336,7,1.73E-03,0,0,7.47E-14,1.00E+00
3337,24,5.94E-03,8.25E-04,8.70E-07,7.64E-11,4.71E-01
3338,9,2.23E-03,1.24E-03,6.69E-07,2.98E-12,8.61E-01
3339,73,1.81E-02,2.54E-03,4.34E-05,1.22E-09,5.90E-01
3340,16,3.96E-03,1.47E-03,2.86E-06,1.61E-11,2.50E-01
3341,31,7.68E-03,3.41E-03,1.95E-05,4.87E-11,2.73E-01
3342,68,1.68E-02,3.56E-03,8.51E-05,1.47E-10,2.57E-01
3343,14,3.47E-03,3.30E-04,1.40E-06,2.18E-11,2.53E-01
3344,76,1.88E-02,3.45E-03,1.50E-05,2.53E-10,5.43E-01
3345,65,1.61E-02,2.87E-03,4.56E-05,2.23E-10,4.15E-01
3346,35,8.67E-03,1.43E-03,2.03E-05,1.13E-11,4.10E-01
3347,76,1.88E-02,4.10E-03,3.69E-05,2.15E-10,5.22E-01
3348,84,2.08E-02,1.88E-03,2.50E-06,1.36E-09,5.70E-01
3349,12,2.97E-03,2.03E-03,1.92E-06,9.46E-13,4.85E-01
3350,82,2.03E-02,2.51E-03,1.42E-05,2.23E-10,4.02E-01
3351,84,2.08E-02,2.36E-03,2.75E-05,3.63E-10,5.42E-01
3352,13,3.22E-03,1.47E-03,0,4.24E-11,9.49E-01
3353,62,1.54E-02,2.59E-03,1.80E-05,1.56E-10,3.05E-01
3354,9,2.23E-03,0,0,6.42E-14,9.44E-01
3355,54,1.34E-02,2.09E-03,1.48E-05,3.62E-10,6.01E-01
3356,20,4.95E-03,1.06E-03,7.47E-06,2.14E-11,7.74E-01
3357,15,3.71E-03,1.47E-03,3.38E-07,9.26E-11,4.00E-01
3358,11,2.72E-03,8.54E-04,8.29E-07,3.79E-11,5.45E-01
